measure,location,sex,age,cause,metric,year,val,upper,lower,,,,,
Deaths,Singapore,Both,40 to 44,"Tracheal, bronchus, and lung cancer",Rate,2016,3.438028405,3.989568117,2.928544025,,,,,
Deaths,Singapore,Both,45 to 49,"Tracheal, bronchus, and lung cancer",Number,2016,30.03711545,34.00758445,26.45402998,,,,,
Deaths,Singapore,Both,45 to 49,"Tracheal, bronchus, and lung cancer",Percent,2016,0.060862591,0.068965903,0.053781827,,,,,
Deaths,Singapore,Both,45 to 49,"Tracheal, bronchus, and lung cancer",Rate,2016,7.970802901,9.024426904,7.019976978,,,,,
Deaths,Singapore,Both,50 to 54,"Tracheal, bronchus, and lung cancer",Number,2016,53.17744205,59.11627682,46.96125958,,,,,
Deaths,Singapore,Both,50 to 54,"Tracheal, bronchus, and lung cancer",Percent,2016,0.067599881,0.074787366,0.059998557,,,,,
Deaths,Singapore,Both,50 to 54,"Tracheal, bronchus, and lung cancer",Rate,2016,14.74849938,16.3956057,13.02447205,,,,,
Deaths,Singapore,Both,55 to 59,"Tracheal, bronchus, and lung cancer",Number,2016,99.33581708,110.5926165,89.09138767,,,,,
Deaths,Singapore,Both,55 to 59,"Tracheal, bronchus, and lung cancer",Percent,2016,0.079376777,0.08808523,0.071298856,,,,,
Deaths,Singapore,Both,55 to 59,"Tracheal, bronchus, and lung cancer",Rate,2016,29.67435508,33.03707232,26.61406077,,,,,
Deaths,Singapore,Both,60 to 64,"Tracheal, bronchus, and lung cancer",Number,2016,148.2054085,162.6830371,134.1756009,,,,,
Deaths,Singapore,Both,60 to 64,"Tracheal, bronchus, and lung cancer",Percent,2016,0.090526077,0.099457111,0.081988607,,,,,
Deaths,Singapore,Both,60 to 64,"Tracheal, bronchus, and lung cancer",Rate,2016,52.85380625,58.0168957,47.85042117,,,,,
Deaths,Singapore,Both,65 to 69,"Tracheal, bronchus, and lung cancer",Number,2016,181.0244172,197.0124111,165.4457859,,,,,
Deaths,Singapore,Both,65 to 69,"Tracheal, bronchus, and lung cancer",Percent,2016,0.093330921,0.101300612,0.085414114,,,,,
Deaths,Singapore,Both,65 to 69,"Tracheal, bronchus, and lung cancer",Rate,2016,85.74344067,93.31626223,78.3645165,,,,,
Deaths,Singapore,Both,70 to 74,"Tracheal, bronchus, and lung cancer",Number,2016,165.466453,180.8085093,151.5820015,,,,,
Deaths,Singapore,Both,70 to 74,"Tracheal, bronchus, and lung cancer",Percent,2016,0.095882815,0.104197876,0.087476226,,,,,
Deaths,Singapore,Both,70 to 74,"Tracheal, bronchus, and lung cancer",Rate,2016,147.4410233,161.1117609,135.0691032,,,,,
Deaths,Singapore,Both,75 to 79,"Tracheal, bronchus, and lung cancer",Number,2016,186.4008204,203.6976721,169.0424627,,,,,
Deaths,Singapore,Both,75 to 79,"Tracheal, bronchus, and lung cancer",Percent,2016,0.082034661,0.089472382,0.074432263,,,,,
Deaths,Singapore,Both,75 to 79,"Tracheal, bronchus, and lung cancer",Rate,2016,208.4898334,227.8364099,189.0744622,,,,,
Deaths,Singapore,Both,80 plus,Ovarian cancer,Number,2015,16.96945138,19.43501383,14.57267674,,,,,
Deaths,Singapore,Both,80 plus,"Tracheal, bronchus, and lung cancer",Percent,2016,0.038826555,0.041358787,0.03642535,,,,,
Deaths,Singapore,Both,80 plus,"Tracheal, bronchus, and lung cancer",Rate,2016,261.1775534,278.5266961,245.1942661,,,,,
Deaths,Singapore,Both,All Ages,Ovarian cancer,Number,2015,128.6616486,136.934921,121.0252935,,,,,
Deaths,Singapore,Both,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2016,0.06225423,0.06441762,0.060203334,,,,,
Deaths,Singapore,Both,All Ages,"Tracheal, bronchus, and lung cancer",Rate,2016,21.61918319,22.39024178,20.82625954,,,,,
Deaths,Singapore,Both,15-49 years,Ovarian cancer,Number,2015,22.80095113,25.46816513,20.40811446,,,,,
Deaths,Singapore,Both,15-49 years,"Tracheal, bronchus, and lung cancer",Percent,2016,0.033969825,0.037055365,0.03121148,,,,,
Deaths,Singapore,Both,15-49 years,"Tracheal, bronchus, and lung cancer",Rate,2016,1.787065753,1.950883444,1.634859609,,,,,
Deaths,Singapore,Both,50-69 years,Ovarian cancer,Number,2015,70.33611253,76.52656592,64.49355113,,,,,
Deaths,Singapore,Both,50-69 years,"Tracheal, bronchus, and lung cancer",Percent,2016,0.085798041,0.090371382,0.081208406,,,,,
Deaths,Singapore,Both,50-69 years,"Tracheal, bronchus, and lung cancer",Rate,2016,40.59024644,42.65124502,38.28932735,,,,,
Deaths,Singapore,Both,70+ years,Ovarian cancer,Number,2015,35.52458496,38.93785698,32.11419553,,,,,
Deaths,Singapore,Both,70+ years,"Tracheal, bronchus, and lung cancer",Percent,2016,0.055703313,0.058415658,0.053026706,,,,,
Deaths,Singapore,Both,70+ years,"Tracheal, bronchus, and lung cancer",Rate,2016,205.7741231,216.0242475,196.093208,,,,,
Deaths,Singapore,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,2016,18.89274924,19.6138461,18.19986389,,,,,
Deaths,Singapore,Both,80 to 84,"Tracheal, bronchus, and lung cancer",Number,2016,163.3314658,179.8256609,148.2926594,,,,,
Deaths,Singapore,Both,80 to 84,"Tracheal, bronchus, and lung cancer",Percent,2016,0.065733867,0.07224,0.059807115,,,,,
Deaths,Singapore,Both,80 to 84,"Tracheal, bronchus, and lung cancer",Rate,2016,279.6024308,307.8383681,253.8579314,,,,,
Deaths,Singapore,Both,85 to 89,"Tracheal, bronchus, and lung cancer",Number,2016,90.60198509,100.8389243,81.4342709,,,,,
Deaths,Singapore,Both,85 to 89,"Tracheal, bronchus, and lung cancer",Percent,2016,0.036736529,0.040985207,0.033044446,,,,,
Deaths,Singapore,Both,85 to 89,"Tracheal, bronchus, and lung cancer",Rate,2016,254.999964,283.811906,229.1973639,,,,,
Deaths,Singapore,Both,90 to 94,"Tracheal, bronchus, and lung cancer",Number,2016,34.05940418,38.51877434,30.03913814,,,,,
Deaths,Singapore,Both,90 to 94,"Tracheal, bronchus, and lung cancer",Percent,2016,0.019326771,0.021865365,0.016997107,,,,,
Deaths,Singapore,Both,90 to 94,"Tracheal, bronchus, and lung cancer",Rate,2016,232.4357485,262.8683724,204.9997563,,,,,
Deaths,Singapore,Both,<20 years,"Tracheal, bronchus, and lung cancer",Number,2016,0.154289857,0.191330443,0.122802713,,,,,
Deaths,Singapore,Both,<20 years,"Tracheal, bronchus, and lung cancer",Percent,2016,0.000767616,0.000975453,0.000601941,,,,,
Deaths,Singapore,Both,<20 years,"Tracheal, bronchus, and lung cancer",Rate,2016,0.013162576,0.016322535,0.010476386,,,,,
Deaths,Singapore,Both,10 to 24,"Tracheal, bronchus, and lung cancer",Number,2016,0.678984146,0.858631659,0.534588087,,,,,
Deaths,Singapore,Both,10 to 24,"Tracheal, bronchus, and lung cancer",Percent,2016,0.003077455,0.003907014,0.002438215,,,,,
Deaths,Singapore,Both,10 to 24,"Tracheal, bronchus, and lung cancer",Rate,2016,0.064502273,0.081568464,0.050784907,,,,,
Deaths,Singapore,Both,10 to 54,"Tracheal, bronchus, and lung cancer",Number,2016,110.0053874,118.4996486,101.5442377,,,,,
Deaths,Singapore,Both,10 to 54,"Tracheal, bronchus, and lung cancer",Percent,2016,0.0443554,0.047776642,0.041059028,,,,,
Deaths,Singapore,Both,10 to 54,"Tracheal, bronchus, and lung cancer",Rate,2016,2.914903064,3.139982476,2.690701033,,,,,
Deaths,Singapore,Both,95 plus,Ovarian cancer,Number,2015,0.882066524,1.180935581,0.662425188,,,,,
Deaths,Singapore,Both,95 plus,"Tracheal, bronchus, and lung cancer",Percent,2016,0.009751132,0.011507861,0.008268891,,,,,
Deaths,Singapore,Both,95 plus,"Tracheal, bronchus, and lung cancer",Rate,2016,177.0501411,208.8870331,150.8031928,,,,,
Deaths,Singapore,Both,<70 years,"Tracheal, bronchus, and lung cancer",Number,2016,538.5710302,565.4611245,510.1975165,,,,,
Deaths,Singapore,Both,<70 years,"Tracheal, bronchus, and lung cancer",Percent,2016,0.072534311,0.076093733,0.06902596,,,,,
Deaths,Singapore,Both,<70 years,"Tracheal, bronchus, and lung cancer",Rate,2016,10.40142253,10.92075093,9.853444844,,,,,
Deaths,Singapore,Both,15 to 19,Breast cancer,Number,2016,0.039880875,0.045223715,0.035943527,,,,,
Deaths,Singapore,Both,15 to 19,Breast cancer,Percent,2016,0.000622958,0.000704333,0.000566261,,,,,
Deaths,Singapore,Both,15 to 19,Breast cancer,Rate,2016,0.011043381,0.012522863,0.009953093,,,,,
Deaths,Singapore,Both,20 to 24,Breast cancer,Number,2016,0.266545464,0.350576263,0.198603708,,,,,
Deaths,Singapore,Both,20 to 24,Breast cancer,Percent,2016,0.001958489,0.002566152,0.00146805,,,,,
Deaths,Singapore,Both,20 to 24,Breast cancer,Rate,2016,0.058179018,0.076520465,0.043349336,,,,,
Deaths,Singapore,Both,25 to 29,Breast cancer,Number,2016,1.828985923,2.384666452,1.381661777,,,,,
Deaths,Singapore,Both,25 to 29,Breast cancer,Percent,2016,0.0104361,0.013559629,0.007927943,,,,,
Deaths,Singapore,Both,25 to 29,Breast cancer,Rate,2016,0.334263326,0.435818848,0.252510889,,,,,
Deaths,Singapore,Both,30 to 34,Breast cancer,Number,2016,6.004825254,7.221956335,4.895064631,,,,,
Deaths,Singapore,Both,30 to 34,Breast cancer,Percent,2016,0.030418081,0.036753231,0.024847222,,,,,
Deaths,Singapore,Both,30 to 34,Breast cancer,Rate,2016,1.144208639,1.376130775,0.932745751,,,,,
Deaths,Singapore,Both,35 to 39,Breast cancer,Number,2016,14.36221573,16.88165596,12.18485268,,,,,
Deaths,Singapore,Both,35 to 39,Breast cancer,Percent,2016,0.058747401,0.068720183,0.050011362,,,,,
Deaths,Singapore,Both,35 to 39,Breast cancer,Rate,2016,2.948853617,3.466145696,2.501796907,,,,,
Deaths,Singapore,Both,40 to 44,Breast cancer,Number,2016,23.35136949,26.40586414,20.39381062,,,,,
Deaths,Singapore,Both,40 to 44,Breast cancer,Percent,2016,0.06448738,0.0731562,0.056375974,,,,,
Deaths,Singapore,Both,40 to 44,Breast cancer,Rate,2016,5.496665621,6.215661384,4.800487517,,,,,
Deaths,Singapore,Both,45 to 49,Breast cancer,Number,2016,33.01044343,37.56446703,28.72775511,,,,,
Deaths,Singapore,Both,45 to 49,Breast cancer,Percent,2016,0.066889431,0.075954755,0.058245152,,,,,
Deaths,Singapore,Both,45 to 49,Breast cancer,Rate,2016,8.759820452,9.968299497,7.62334433,,,,,
Deaths,Singapore,Both,50 to 54,Breast cancer,Number,2016,47.9547913,54.14593306,42.56376547,,,,,
Deaths,Singapore,Both,50 to 54,Breast cancer,Percent,2016,0.06096232,0.068670597,0.054201679,,,,,
Deaths,Singapore,Both,50 to 54,Breast cancer,Rate,2016,13.30002314,15.01710555,11.80484891,,,,,
Deaths,Singapore,Both,55 to 59,Breast cancer,Number,2016,60.65151743,67.69765865,53.47055077,,,,,
Deaths,Singapore,Both,55 to 59,Breast cancer,Percent,2016,0.048463872,0.054031272,0.042913725,,,,,
Deaths,Singapore,Both,55 to 59,Breast cancer,Rate,2016,18.1182852,20.2231624,15.97313191,,,,,
Deaths,Singapore,Both,60 to 64,Breast cancer,Number,2016,53.06957625,59.5959858,46.48679583,,,,,
Deaths,Singapore,Both,60 to 64,Breast cancer,Percent,2016,0.032415748,0.036487268,0.028541142,,,,,
Deaths,Singapore,Both,60 to 64,Breast cancer,Rate,2016,18.92595641,21.25343953,16.57837002,,,,,
Deaths,Singapore,Both,65 to 69,Breast cancer,Number,2016,42.73219663,48.46517661,37.52405969,,,,,
Deaths,Singapore,Both,65 to 69,Breast cancer,Percent,2016,0.022031916,0.024936649,0.019299171,,,,,
Deaths,Singapore,Both,65 to 69,Breast cancer,Rate,2016,20.24039421,22.95585899,17.7735249,,,,,
Deaths,Singapore,Both,70 to 74,Breast cancer,Number,2016,26.16759417,30.01660334,22.75756767,,,,,
Deaths,Singapore,Both,70 to 74,Breast cancer,Percent,2016,0.015163593,0.01742964,0.01319667,,,,,
Deaths,Singapore,Both,70 to 74,Breast cancer,Rate,2016,23.31697326,26.74668267,20.27842504,,,,,
Deaths,Singapore,Both,75 to 79,Breast cancer,Number,2016,25.07372008,29.08022528,21.63008507,,,,,
Deaths,Singapore,Both,75 to 79,Breast cancer,Percent,2016,0.011034626,0.012756667,0.009529957,,,,,
Deaths,Singapore,Both,75 to 79,Breast cancer,Rate,2016,28.04502528,32.52631243,24.19331,,,,,
Deaths,Singapore,Both,80 plus,"Tracheal, bronchus, and lung cancer",Number,2015,285.0243779,302.7297493,267.563073,,,,,
Deaths,Singapore,Both,80 plus,Breast cancer,Percent,2016,0.007679606,0.008436208,0.007033916,,,,,
Deaths,Singapore,Both,80 plus,Breast cancer,Rate,2016,51.65990701,56.85388068,47.21315896,,,,,
Deaths,Singapore,Both,All Ages,"Tracheal, bronchus, and lung cancer",Number,2015,1160.525533,1201.194909,1123.450517,,,,,
Deaths,Singapore,Both,All Ages,Breast cancer,Percent,2016,0.020616299,0.021631802,0.019625941,,,,,
Deaths,Singapore,Both,All Ages,Breast cancer,Rate,2016,7.159509409,7.54082102,6.800327943,,,,,
Deaths,Singapore,Both,15-49 years,"Tracheal, bronchus, and lung cancer",Number,2015,59.02552608,63.87357412,54.55651007,,,,,
Deaths,Singapore,Both,15-49 years,Breast cancer,Percent,2016,0.047143191,0.050872195,0.043272039,,,,,
Deaths,Singapore,Both,15-49 years,Breast cancer,Rate,2016,2.480040909,2.679048179,2.27242958,,,,,
Deaths,Singapore,Both,50-69 years,"Tracheal, bronchus, and lung cancer",Number,2015,469.3939201,492.36137,447.9096341,,,,,
Deaths,Singapore,Both,50-69 years,Breast cancer,Percent,2016,0.036405054,0.038885416,0.034108063,,,,,
Deaths,Singapore,Both,50-69 years,Breast cancer,Rate,2016,17.22281994,18.50457064,16.11701826,,,,,
Deaths,Singapore,Both,70+ years,"Tracheal, bronchus, and lung cancer",Number,2015,632.1060864,662.5939532,604.9343651,,,,,
Deaths,Singapore,Both,70+ years,Breast cancer,Percent,2016,0.009442301,0.010153598,0.008808546,,,,,
Deaths,Singapore,Both,70+ years,Breast cancer,Rate,2016,34.88135271,37.49454639,32.48111417,,,,,
Deaths,Singapore,Both,Age-standardized,Breast cancer,Rate,2016,5.757440906,6.060206726,5.464735892,,,,,
Deaths,Singapore,Both,80 to 84,Breast cancer,Number,2016,23.13569167,26.80564757,19.67070981,,,,,
Deaths,Singapore,Both,80 to 84,Breast cancer,Percent,2016,0.009311084,0.01083259,0.00793738,,,,,
Deaths,Singapore,Both,80 to 84,Breast cancer,Rate,2016,39.60532404,45.88781581,33.67372142,,,,,
Deaths,Singapore,Both,85 to 89,Breast cancer,Number,2016,19.31331816,22.75855117,16.14596736,,,,,
Deaths,Singapore,Both,85 to 89,Breast cancer,Percent,2016,0.00783073,0.009281117,0.006574007,,,,,
Deaths,Singapore,Both,85 to 89,Breast cancer,Rate,2016,54.35747827,64.05411232,45.44294578,,,,,
Deaths,Singapore,Both,90 to 94,Breast cancer,Number,2016,11.35671206,13.96917212,9.085338129,,,,,
Deaths,Singapore,Both,90 to 94,Breast cancer,Percent,2016,0.006444136,0.007910429,0.005171036,,,,,
Deaths,Singapore,Both,90 to 94,Breast cancer,Rate,2016,77.50299603,95.33152604,62.00218175,,,,,
Deaths,Singapore,Both,<20 years,Breast cancer,Number,2016,0.039880875,0.045223715,0.035943527,,,,,
Deaths,Singapore,Both,<20 years,Breast cancer,Percent,2016,0.000198377,0.000226982,0.000176058,,,,,
Deaths,Singapore,Both,<20 years,Breast cancer,Rate,2016,0.003402266,0.003858067,0.003066368,,,,,
Deaths,Singapore,Both,10 to 24,Breast cancer,Number,2016,0.306426339,0.391095597,0.239024485,,,,,
Deaths,Singapore,Both,10 to 24,Breast cancer,Percent,2016,0.001388705,0.001767474,0.001084301,,,,,
Deaths,Singapore,Both,10 to 24,Breast cancer,Rate,2016,0.029109951,0.037153378,0.022706896,,,,,
Deaths,Singapore,Both,10 to 54,Breast cancer,Number,2016,126.8190575,135.7790644,117.5850982,,,,,
Deaths,Singapore,Both,10 to 54,Breast cancer,Percent,2016,0.051136099,0.054740632,0.047430273,,,,,
Deaths,Singapore,Both,10 to 54,Breast cancer,Rate,2016,3.360428684,3.597849344,3.115748884,,,,,
Deaths,Singapore,Both,95 plus,"Tracheal, bronchus, and lung cancer",Number,2015,8.597204573,10.06121654,7.289158466,,,,,
Deaths,Singapore,Both,95 plus,Breast cancer,Percent,2016,0.005287456,0.006529269,0.004169025,,,,,
Deaths,Singapore,Both,95 plus,Breast cancer,Rate,2016,96.0063395,118.3084953,75.65301927,,,,,
Deaths,Singapore,Both,<70 years,Breast cancer,Number,2016,283.2723478,300.4816813,267.0641327,,,,,
Deaths,Singapore,Both,<70 years,Breast cancer,Percent,2016,0.038151221,0.040353041,0.035987855,,,,,
Deaths,Singapore,Both,<70 years,Breast cancer,Rate,2016,5.470838968,5.803202835,5.157809705,,,,,
Deaths,Singapore,Both,15 to 19,Cervical cancer,Number,2016,0.031858514,0.041852214,0.023600811,,,,,
Deaths,Singapore,Both,15 to 19,Cervical cancer,Percent,2016,0.000497648,0.000653393,0.000370436,,,,,
Deaths,Singapore,Both,15 to 19,Cervical cancer,Rate,2016,0.008821915,0.011589263,0.006535282,,,,,
Deaths,Singapore,Both,20 to 24,Cervical cancer,Number,2016,0.150653179,0.21934706,0.099114545,,,,,
Deaths,Singapore,Both,20 to 24,Cervical cancer,Percent,2016,0.001106902,0.001599949,0.00073144,,,,,
Deaths,Singapore,Both,20 to 24,Cervical cancer,Rate,2016,0.032883149,0.047876998,0.021633784,,,,,
Deaths,Singapore,Both,25 to 29,Cervical cancer,Number,2016,0.701840519,1.018176141,0.470586938,,,,,
Deaths,Singapore,Both,25 to 29,Cervical cancer,Percent,2016,0.004004343,0.005797688,0.00267119,,,,,
Deaths,Singapore,Both,25 to 29,Cervical cancer,Rate,2016,0.128267551,0.186080679,0.086003918,,,,,
Deaths,Singapore,Both,30 to 34,Cervical cancer,Number,2016,1.588333013,2.194006494,1.120525385,,,,,
Deaths,Singapore,Both,30 to 34,Cervical cancer,Percent,2016,0.008045568,0.011115972,0.005691707,,,,,
Deaths,Singapore,Both,30 to 34,Cervical cancer,Rate,2016,0.302653995,0.418063987,0.213514094,,,,,
Deaths,Singapore,Both,35 to 39,Cervical cancer,Number,2016,3.284499391,4.307186198,2.407174921,,,,,
Deaths,Singapore,Both,35 to 39,Cervical cancer,Percent,2016,0.013435646,0.017689598,0.009926381,,,,,
Deaths,Singapore,Both,35 to 39,Cervical cancer,Rate,2016,0.674374212,0.884352515,0.494241739,,,,,
Deaths,Singapore,Both,40 to 44,Cervical cancer,Number,2016,4.817212207,6.134255361,3.740031108,,,,,
Deaths,Singapore,Both,40 to 44,Cervical cancer,Percent,2016,0.013303466,0.016984381,0.010337464,,,,,
Deaths,Singapore,Both,40 to 44,Cervical cancer,Rate,2016,1.133920849,1.443938891,0.880363802,,,,,
Deaths,Singapore,Both,45 to 49,Cervical cancer,Number,2016,6.238162978,7.701054385,4.94873679,,,,,
Deaths,Singapore,Both,45 to 49,Cervical cancer,Percent,2016,0.012639841,0.015505292,0.010014738,,,,,
Deaths,Singapore,Both,45 to 49,Cervical cancer,Rate,2016,1.6553909,2.043591261,1.313222158,,,,,
Deaths,Singapore,Both,50 to 54,Cervical cancer,Number,2016,8.944795403,10.86148425,7.329185261,,,,,
Deaths,Singapore,Both,50 to 54,Cervical cancer,Percent,2016,0.011370532,0.013791106,0.009306695,,,,,
Deaths,Singapore,Both,50 to 54,Cervical cancer,Rate,2016,2.48079457,3.012378699,2.032713122,,,,,
Deaths,Singapore,Both,55 to 59,Cervical cancer,Number,2016,10.08952303,12.1667079,8.272491117,,,,,
Deaths,Singapore,Both,55 to 59,Cervical cancer,Percent,2016,0.008062314,0.009729468,0.00664224,,,,,
Deaths,Singapore,Both,55 to 59,Cervical cancer,Rate,2016,3.014019491,3.634532045,2.471221821,,,,,
Deaths,Singapore,Both,60 to 64,Cervical cancer,Number,2016,8.737079058,10.76101267,7.108099565,,,,,
Deaths,Singapore,Both,60 to 64,Cervical cancer,Percent,2016,0.005336668,0.006550674,0.004341703,,,,,
Deaths,Singapore,Both,60 to 64,Cervical cancer,Rate,2016,3.115863912,3.837649953,2.534928523,,,,,
Deaths,Singapore,Both,65 to 69,Cervical cancer,Number,2016,7.973674384,9.963426512,6.364140634,,,,,
Deaths,Singapore,Both,65 to 69,Cervical cancer,Percent,2016,0.004110821,0.005125422,0.00329304,,,,,
Deaths,Singapore,Both,65 to 69,Cervical cancer,Rate,2016,3.77678485,4.719244415,3.014418294,,,,,
Deaths,Singapore,Both,70 to 74,Cervical cancer,Number,2016,5.498089732,6.670605096,4.436842424,,,,,
Deaths,Singapore,Both,70 to 74,Cervical cancer,Percent,2016,0.003185933,0.003861636,0.002571102,,,,,
Deaths,Singapore,Both,70 to 74,Cervical cancer,Rate,2016,4.899143974,5.943928956,3.953505833,,,,,
Deaths,Singapore,Both,75 to 79,Cervical cancer,Number,2016,5.846897659,6.999153246,4.837285507,,,,,
Deaths,Singapore,Both,75 to 79,Cervical cancer,Percent,2016,0.002573118,0.003086082,0.002136012,,,,,
Deaths,Singapore,Both,75 to 79,Cervical cancer,Rate,2016,6.539771209,7.828572271,5.410517223,,,,,
Deaths,Singapore,Both,15-49 years,Breast cancer,Number,2015,82.85200233,89.28675839,76.74821779,,2015,82.85200233,,
Deaths,Singapore,Both,80 plus,Cervical cancer,Percent,2016,0.001893057,0.002142722,0.001646312,,,,,
Deaths,Singapore,Both,80 plus,Cervical cancer,Rate,2016,12.73445481,14.40809667,11.06965782,,,,,
Deaths,Singapore,Both,50-69 years,Breast cancer,Number,2015,205.2786272,218.7335848,193.8642644,,,205.2786272,,
Deaths,Singapore,Both,All Ages,Cervical cancer,Percent,2016,0.004109233,0.004401099,0.003832535,,,,,
Deaths,Singapore,Both,All Ages,Cervical cancer,Rate,2016,1.427047954,1.532377647,1.326128157,,,,,
Deaths,Singapore,Both,70+ years,Breast cancer,Number,2015,107.4793912,114.7142722,100.985957,,,46.49057192,,
Deaths,Singapore,Both,15-49 years,Cervical cancer,Percent,2016,0.010050082,0.011408742,0.008869763,,,,,
Deaths,Singapore,Both,15-49 years,Cervical cancer,Rate,2016,0.528703786,0.60288865,0.467791019,,,,,
Deaths,Singapore,Both,80 plus,Breast cancer,Number,2015,56.39213972,61.6215995,51.56646805,,,56.39213972,,
Deaths,Singapore,Both,50-69 years,Cervical cancer,Percent,2016,0.006366066,0.007064618,0.00573576,,,,,
Deaths,Singapore,Both,50-69 years,Cervical cancer,Rate,2016,3.011773956,3.352997855,2.713897384,,,,,
Deaths,Singapore,Both,95 plus,Breast cancer,Number,2015,4.596679519,5.607458825,3.67738169,,,4.596679519,,
Deaths,Singapore,Both,70+ years,Cervical cancer,Percent,2016,0.002217163,0.002421899,0.002011543,,,,,
Deaths,Singapore,Both,70+ years,Cervical cancer,Rate,2016,8.190632777,8.977468999,7.408914669,,,,,
Deaths,Singapore,Both,Age-standardized,Cervical cancer,Rate,2016,1.167318281,1.250167611,1.085776808,,,,,
Deaths,Singapore,Both,80 to 84,Cervical cancer,Number,2016,5.814513117,7.144677419,4.673793213,,,,,
Deaths,Singapore,Both,80 to 84,Cervical cancer,Percent,2016,0.002340044,0.002873572,0.001886481,,,,,
Deaths,Singapore,Both,80 to 84,Cervical cancer,Rate,2016,9.953697491,12.23076744,8.000931951,,,,,
Deaths,Singapore,Both,85 to 89,Cervical cancer,Number,2016,5.015524064,6.211241639,3.9506292,,,,,
Deaths,Singapore,Both,85 to 89,Cervical cancer,Percent,2016,0.002033559,0.002514883,0.001605228,,,,,
Deaths,Singapore,Both,85 to 89,Cervical cancer,Rate,2016,14.11622995,17.481586,11.1190754,,,,,
Deaths,Singapore,Both,90 to 94,Cervical cancer,Number,2016,2.599971508,3.301582331,1.992488274,,,,,
Deaths,Singapore,Both,90 to 94,Cervical cancer,Percent,2016,0.001475374,0.001883598,0.001133085,,,,,
Deaths,Singapore,Both,90 to 94,Cervical cancer,Rate,2016,17.74330286,22.53139122,13.59758089,,,,,
Deaths,Singapore,Both,<20 years,Cervical cancer,Number,2016,0.031858514,0.041852214,0.023600811,,,,,
Deaths,Singapore,Both,<20 years,Cervical cancer,Percent,2016,0.00015851,0.000209264,0.000116671,,,,,
Deaths,Singapore,Both,<20 years,Cervical cancer,Rate,2016,0.002717872,0.003570442,0.002013402,,,,,
Deaths,Singapore,Both,10 to 24,Cervical cancer,Number,2016,0.182511693,0.251513491,0.129927285,,,,,
Deaths,Singapore,Both,10 to 24,Cervical cancer,Percent,2016,0.000827102,0.001132472,0.000585809,,,,,
Deaths,Singapore,Both,10 to 24,Cervical cancer,Rate,2016,0.017338283,0.023893329,0.012342858,,,,,
Deaths,Singapore,Both,10 to 54,Cervical cancer,Number,2016,25.7573552,28.89361209,22.96853634,,,,,
Deaths,Singapore,Both,10 to 54,Cervical cancer,Percent,2016,0.01038569,0.011634051,0.009282305,,,,,
Deaths,Singapore,Both,10 to 54,Cervical cancer,Rate,2016,0.682513788,0.765617761,0.608616165,,,,,
Deaths,Singapore,Both,All Ages,Breast cancer,Number,2015,395.6100207,413.067738,379.3581045,,total,395.6100207,,1656.298322
Deaths,Singapore,Both,95 plus,Cervical cancer,Percent,2016,0.001126241,0.00149598,0.00084965,,,,,
Deaths,Singapore,Both,95 plus,Cervical cancer,Rate,2016,20.44893804,27.23346818,15.44732644,,,,,
Deaths,Singapore,Both,<70 years,Cervical cancer,Number,2016,52.55763167,57.60271607,48.00230613,,,,,
Deaths,Singapore,Both,<70 years,Cervical cancer,Percent,2016,0.007078365,0.007759529,0.006477413,,,,,
Deaths,Singapore,Both,<70 years,Cervical cancer,Rate,2016,1.015045562,1.112481279,0.927068558,,,,,
Deaths,Singapore,Both,15 to 19,Colon and rectum cancer,Number,2016,0.271103088,0.352614484,0.208589481,,,,,
Deaths,Singapore,Both,15 to 19,Colon and rectum cancer,Percent,2016,0.004235024,0.005527248,0.00323774,,,,,
Deaths,Singapore,Both,15 to 19,Colon and rectum cancer,Rate,2016,0.075070938,0.097642194,0.057760346,,,,,
Deaths,Singapore,Both,20 to 24,Colon and rectum cancer,Number,2016,0.960145256,1.254955427,0.743243581,,,,,
Deaths,Singapore,Both,20 to 24,Colon and rectum cancer,Percent,2016,0.007055125,0.009203355,0.005470443,,,,,
Deaths,Singapore,Both,20 to 24,Colon and rectum cancer,Rate,2016,0.209571409,0.27391978,0.162228167,,,,,
Deaths,Singapore,Both,25 to 29,Colon and rectum cancer,Number,2016,2.146456725,2.707909029,1.689335527,,,,,
Deaths,Singapore,Both,25 to 29,Colon and rectum cancer,Percent,2016,0.012247659,0.015403119,0.009631297,,,,,
Deaths,Singapore,Both,25 to 29,Colon and rectum cancer,Rate,2016,0.392283918,0.494894283,0.308740983,,,,,
Deaths,Singapore,Both,30 to 34,Colon and rectum cancer,Number,2016,3.962829662,4.908452514,3.20455385,,,,,
Deaths,Singapore,Both,30 to 34,Colon and rectum cancer,Percent,2016,0.020073198,0.024795128,0.016279526,,,,,
Deaths,Singapore,Both,30 to 34,Colon and rectum cancer,Rate,2016,0.755110056,0.935296788,0.610621965,,,,,
Deaths,Singapore,Both,35 to 39,Colon and rectum cancer,Number,2016,7.070910639,8.710167084,5.817009429,,,,,
Deaths,Singapore,Both,35 to 39,Colon and rectum cancer,Percent,2016,0.028922638,0.035746475,0.023807707,,,,,
Deaths,Singapore,Both,35 to 39,Colon and rectum cancer,Rate,2016,1.451801088,1.788373618,1.194349787,,,,,
