measure,location,sex,age,cause,metric,year,val,upper,lower,,,,
Incidence,Singapore,Female,50-69 years,Colon and rectum cancer,Number,2015,395.1736905,439.1115407,356.5533584,,,,
Incidence,Singapore,Female,70+ years,Colon and rectum cancer,Number,2015,420.1059071,465.1164283,380.4959264,,,,
Incidence,Singapore,Female,<1 year,Colon and rectum cancer,Number,2015,0,0,0,,,,
Incidence,Singapore,Female,80 to 84,Colon and rectum cancer,Number,2015,84.87817189,99.26570399,72.2687173,,,,
Incidence,Singapore,Female,85 to 89,Colon and rectum cancer,Number,2015,82.00276631,97.15033625,68.6764764,,,,
Incidence,Singapore,Female,90 to 94,Colon and rectum cancer,Number,2015,49.93856851,60.31572872,41.49694691,,,,
Incidence,Singapore,Female,<20 years,Colon and rectum cancer,Number,2015,0.427462759,0.595960775,0.296974558,,,,
Incidence,Singapore,Female,10 to 24,Colon and rectum cancer,Number,2015,3.279340106,4.708928722,2.271071409,,,,
Incidence,Singapore,Female,95 plus,Colon and rectum cancer,Number,2015,19.76379848,24.16935567,16.04264161,,,,
Incidence,Singapore,Female,<70 years,Colon and rectum cancer,Number,2015,508.2400815,556.3495764,464.6126848,,,,
Incidence,Singapore,Female,Under 5,Ovarian cancer,Number,2015,0,0,0,,,,
Incidence,Singapore,Female,Early Neonatal,Ovarian cancer,Number,2015,0,0,0,,,,
Incidence,Singapore,Female,Late Neonatal,Ovarian cancer,Number,2015,0,0,0,,,,
Incidence,Singapore,Female,Post Neonatal,Ovarian cancer,Number,2015,0,0,0,,,,
Incidence,Singapore,Female,1 to 4,Ovarian cancer,Number,2015,0,0,0,,,,
Incidence,Singapore,Female,5 to 9,Ovarian cancer,Number,2015,0,0,0,,,,
Incidence,Singapore,Female,10 to 14,Ovarian cancer,Number,2015,0,0,0,,,,
Incidence,Singapore,Female,15 to 19,Ovarian cancer,Number,2015,1.963521887,2.993240175,1.15564786,,,,
Incidence,Singapore,Female,20 to 24,Ovarian cancer,Number,2015,7.354678561,11.77377142,4.333499345,,,,
Incidence,Singapore,Female,25 to 29,Ovarian cancer,Number,2015,9.28147538,13.92718046,6.173261202,,,,
Incidence,Singapore,Female,30 to 34,Ovarian cancer,Number,2015,11.66376606,17.38051374,7.651369024,,,,
Incidence,Singapore,Female,35 to 39,Ovarian cancer,Number,2015,13.66463643,19.85687732,9.371417279,,,,
Incidence,Singapore,Female,40 to 44,Ovarian cancer,Number,2015,19.42815465,27.31522102,13.59070263,,,,
Incidence,Singapore,Female,45 to 49,Ovarian cancer,Number,2015,29.20758851,38.9237521,21.85281063,,,,
Incidence,Singapore,Female,50 to 54,Ovarian cancer,Number,2015,33.21656157,41.67999674,26.15724129,,,,
Incidence,Singapore,Female,55 to 59,Ovarian cancer,Number,2015,36.28485653,44.64670839,29.04761836,,,,
Incidence,Singapore,Female,60 to 64,Ovarian cancer,Number,2015,30.05422063,37.53602916,24.03061097,,,,
Incidence,Singapore,Female,65 to 69,Ovarian cancer,Number,2015,22.30775979,28.04254932,18.10234129,,,,
Incidence,Singapore,Female,70 to 74,Ovarian cancer,Number,2015,12.58643831,15.55187579,10.05790481,,,,
Incidence,Singapore,Female,75 to 79,Ovarian cancer,Number,2015,10.51531901,12.92627629,8.388797229,,,,
Incidence,Singapore,Female,80 plus,Ovarian cancer,Number,2015,19.78871632,23.7946291,16.35624229,,,,
Incidence,Singapore,Female,All Ages,Ovarian cancer,Number,2015,257.3176936,280.82224,234.6943103,,,,
Incidence,Singapore,Female,5-14 years,Ovarian cancer,Number,2015,0,0,0,,,,
Incidence,Singapore,Female,15-49 years,Ovarian cancer,Number,2015,92.56382148,108.6345953,79.04043359,,,,
Incidence,Singapore,Female,50-69 years,Ovarian cancer,Number,2015,121.8633985,137.3601067,108.6778638,,,,
Incidence,Singapore,Female,70+ years,Ovarian cancer,Number,2015,42.89047363,48.33223136,38.01459686,,,,
Incidence,Singapore,Female,<1 year,Ovarian cancer,Number,2015,0,0,0,,,,
Incidence,Singapore,Female,80 to 84,Ovarian cancer,Number,2015,8.63783035,10.86182743,6.77193407,,,,
Incidence,Singapore,Female,85 to 89,Ovarian cancer,Number,2015,6.744526075,8.927704062,4.920190381,,,,
Incidence,Singapore,Female,90 to 94,Ovarian cancer,Number,2015,3.378231053,4.4982976,2.51136984,,,,
Incidence,Singapore,Female,<20 years,Ovarian cancer,Number,2015,1.963521887,2.993240175,1.15564786,,,,
Incidence,Singapore,Female,10 to 24,Ovarian cancer,Number,2015,9.318200447,14.04242242,5.702289383,,,,
Incidence,Singapore,Female,95 plus,Ovarian cancer,Number,2015,1.028128837,1.399571176,0.75171895,,,,
Incidence,Singapore,Female,<70 years,Ovarian cancer,Number,2015,214.42722,237.4990427,193.9227296,,,,
Prevalence,Singapore,Female,Under 5,"Tracheal, bronchus, and lung cancer",Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Early Neonatal,"Tracheal, bronchus, and lung cancer",Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Late Neonatal,"Tracheal, bronchus, and lung cancer",Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Post Neonatal,"Tracheal, bronchus, and lung cancer",Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,1 to 4,"Tracheal, bronchus, and lung cancer",Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,5 to 9,"Tracheal, bronchus, and lung cancer",Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,10 to 14,"Tracheal, bronchus, and lung cancer",Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,15 to 19,"Tracheal, bronchus, and lung cancer",Number,2014,0.299304796,0.530842399,0.168148554,,,,
Prevalence,Singapore,Female,20 to 24,"Tracheal, bronchus, and lung cancer",Number,2014,1.716442207,3.079054677,0.964245759,,,,
Prevalence,Singapore,Female,25 to 29,"Tracheal, bronchus, and lung cancer",Number,2014,8.264443546,13.58298829,4.827753672,,,,
Prevalence,Singapore,Female,30 to 34,"Tracheal, bronchus, and lung cancer",Number,2014,17.19868608,26.02225758,10.72975503,,,,
Prevalence,Singapore,Female,35 to 39,"Tracheal, bronchus, and lung cancer",Number,2014,30.27166079,42.01104826,20.70206582,,,,
Prevalence,Singapore,Female,40 to 44,"Tracheal, bronchus, and lung cancer",Number,2014,38.7259042,51.0011798,27.34532906,,,,
Prevalence,Singapore,Female,45 to 49,"Tracheal, bronchus, and lung cancer",Number,2014,85.9793845,105.7812103,63.24722296,,,,
Prevalence,Singapore,Female,50 to 54,"Tracheal, bronchus, and lung cancer",Number,2014,100.9660512,124.9993383,76.72255429,,,,
Prevalence,Singapore,Female,55 to 59,"Tracheal, bronchus, and lung cancer",Number,2014,144.1703956,172.9812026,109.9958761,,,,
Prevalence,Singapore,Female,60 to 64,"Tracheal, bronchus, and lung cancer",Number,2014,161.1132292,188.3072701,124.921637,,,,
Prevalence,Singapore,Female,65 to 69,"Tracheal, bronchus, and lung cancer",Number,2014,152.6993717,182.1358867,117.767786,,,,
Prevalence,Singapore,Female,70 to 74,"Tracheal, bronchus, and lung cancer",Number,2014,119.0662451,138.2201578,91.84091827,,,,
Prevalence,Singapore,Female,75 to 79,"Tracheal, bronchus, and lung cancer",Number,2014,105.9210193,126.5298697,81.60382404,,,,
Prevalence,Singapore,Female,80 plus,"Tracheal, bronchus, and lung cancer",Number,2014,140.8185004,164.369253,110.4217718,,,,
Prevalence,Singapore,Female,All Ages,"Tracheal, bronchus, and lung cancer",Number,2014,1107.210639,1193.238696,1023.05674,,,,
Prevalence,Singapore,Female,5-14 years,"Tracheal, bronchus, and lung cancer",Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,15-49 years,"Tracheal, bronchus, and lung cancer",Number,2014,182.4558261,215.9220727,147.9329628,,,,
Prevalence,Singapore,Female,50-69 years,"Tracheal, bronchus, and lung cancer",Number,2014,558.9490476,620.867541,490.1959209,,,,
Prevalence,Singapore,Female,70+ years,"Tracheal, bronchus, and lung cancer",Number,2014,365.8057649,405.7364565,319.2728738,,,,
Prevalence,Singapore,Female,<1 year,"Tracheal, bronchus, and lung cancer",Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,80 to 84,"Tracheal, bronchus, and lung cancer",Number,2014,67.88738378,81.69634453,52.4242153,,,,
Prevalence,Singapore,Female,85 to 89,"Tracheal, bronchus, and lung cancer",Number,2014,47.06451172,57.61275697,36.2074104,,,,
Prevalence,Singapore,Female,90 to 94,"Tracheal, bronchus, and lung cancer",Number,2014,22.15099483,27.4957036,16.61748821,,,,
Prevalence,Singapore,Female,<20 years,"Tracheal, bronchus, and lung cancer",Number,2014,0.299304796,0.530842399,0.168148554,,,,
Prevalence,Singapore,Female,10 to 24,"Tracheal, bronchus, and lung cancer",Number,2014,2.015747003,3.540477112,1.166270561,,,,
Prevalence,Singapore,Female,95 plus,"Tracheal, bronchus, and lung cancer",Number,2014,3.71561009,4.817507049,2.740376444,,,,
Prevalence,Singapore,Female,<70 years,"Tracheal, bronchus, and lung cancer",Number,2014,741.4048738,812.5387374,666.9321539,,,,
Prevalence,Singapore,Female,Under 5,Breast cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Early Neonatal,Breast cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Late Neonatal,Breast cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Post Neonatal,Breast cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,1 to 4,Breast cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,5 to 9,Breast cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,10 to 14,Breast cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,15 to 19,Breast cancer,Number,2014,2.49879268,3.181090861,1.94697183,,,,
Prevalence,Singapore,Female,20 to 24,Breast cancer,Number,2014,32.8042899,45.52086069,23.33036301,,,,
Prevalence,Singapore,Female,25 to 29,Breast cancer,Number,2014,231.7155183,313.5329471,165.4507619,,,,
Prevalence,Singapore,Female,30 to 34,Breast cancer,Number,2014,631.2604814,816.7606857,488.7842294,,,,
Prevalence,Singapore,Female,35 to 39,Breast cancer,Number,2014,1169.649953,1467.441806,920.8909705,,,,
Prevalence,Singapore,Female,40 to 44,Breast cancer,Number,2014,1753.677234,2179.019706,1387.667773,,,,
Prevalence,Singapore,Female,45 to 49,Breast cancer,Number,2014,2469.398902,3018.450344,1977.96398,,,,
Prevalence,Singapore,Female,50 to 54,Breast cancer,Number,2014,2507.099923,3032.613846,2074.121192,,,,
Prevalence,Singapore,Female,55 to 59,Breast cancer,Number,2014,2762.449399,3305.449587,2287.473929,,,,
Prevalence,Singapore,Female,60 to 64,Breast cancer,Number,2014,2414.624087,2849.395669,2028.82151,,,,
Prevalence,Singapore,Female,65 to 69,Breast cancer,Number,2014,1682.917402,2011.883881,1419.500068,,,,
Prevalence,Singapore,Female,70 to 74,Breast cancer,Number,2014,1073.188661,1290.590254,907.0923128,,,,
Prevalence,Singapore,Female,75 to 79,Breast cancer,Number,2014,764.7993322,908.1223975,649.498313,,,,
Prevalence,Singapore,Female,80 plus,Breast cancer,Number,2014,1020.774539,1171.93932,899.6317453,,,,
Prevalence,Singapore,Female,All Ages,Breast cancer,Number,2014,18516.85851,19987.98359,17179.51187,,,,
Prevalence,Singapore,Female,5-14 years,Breast cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,15-49 years,Breast cancer,Number,2014,6291.00517,7155.073646,5563.869535,,,,
Prevalence,Singapore,Female,50-69 years,Breast cancer,Number,2014,9367.090812,10355.5608,8470.194857,,,,
Prevalence,Singapore,Female,70+ years,Breast cancer,Number,2014,2858.762532,3163.521483,2604.940124,,,,
Prevalence,Singapore,Female,<1 year,Breast cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,80 to 84,Breast cancer,Number,2014,489.808824,568.2992555,422.5230425,,,,
Prevalence,Singapore,Female,85 to 89,Breast cancer,Number,2014,331.0638867,383.706863,284.5637086,,,,
Prevalence,Singapore,Female,90 to 94,Breast cancer,Number,2014,169.1665372,202.2625449,142.6470632,,,,
Prevalence,Singapore,Female,<20 years,Breast cancer,Number,2014,2.49879268,3.181090861,1.94697183,,,,
Prevalence,Singapore,Female,10 to 24,Breast cancer,Number,2014,35.30308258,48.3879692,25.34480521,,,,
Prevalence,Singapore,Female,95 plus,Breast cancer,Number,2014,30.73529064,33.94277886,27.9270803,,,,
Prevalence,Singapore,Female,<70 years,Breast cancer,Number,2014,15658.09598,16980.94022,14410.38061,,,,
Prevalence,Singapore,Female,Under 5,Cervical cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Early Neonatal,Cervical cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Late Neonatal,Cervical cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Post Neonatal,Cervical cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,1 to 4,Cervical cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,5 to 9,Cervical cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,10 to 14,Cervical cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,15 to 19,Cervical cancer,Number,2014,2.997244012,4.604891673,1.846297238,,,,
Prevalence,Singapore,Female,20 to 24,Cervical cancer,Number,2014,19.53245079,32.29117856,11.49396077,,,,
Prevalence,Singapore,Female,25 to 29,Cervical cancer,Number,2014,91.59019372,151.3904266,54.27436743,,,,
Prevalence,Singapore,Female,30 to 34,Cervical cancer,Number,2014,219.2648464,343.1544261,133.8605482,,,,
Prevalence,Singapore,Female,35 to 39,Cervical cancer,Number,2014,264.9394457,403.0435718,164.6496898,,,,
Prevalence,Singapore,Female,40 to 44,Cervical cancer,Number,2014,248.7634162,370.1001054,167.5740523,,,,
Prevalence,Singapore,Female,45 to 49,Cervical cancer,Number,2014,228.8887772,327.0496485,155.5345464,,,,
Prevalence,Singapore,Female,50 to 54,Cervical cancer,Number,2014,200.6674118,272.1345417,143.7572523,,,,
Prevalence,Singapore,Female,55 to 59,Cervical cancer,Number,2014,189.7767367,261.8822658,136.0734224,,,,
Prevalence,Singapore,Female,60 to 64,Cervical cancer,Number,2014,138.5317148,188.0541056,101.4732413,,,,
Prevalence,Singapore,Female,65 to 69,Cervical cancer,Number,2014,105.8943022,142.5815739,78.59951578,,,,
Prevalence,Singapore,Female,70 to 74,Cervical cancer,Number,2014,52.97529648,69.06204774,39.29564907,,,,
Prevalence,Singapore,Female,75 to 79,Cervical cancer,Number,2014,42.1401606,54.86262847,31.78781741,,,,
Prevalence,Singapore,Female,80 plus,Cervical cancer,Number,2014,45.53405763,52.62735236,38.88633919,,,,
Prevalence,Singapore,Female,All Ages,Cervical cancer,Number,2014,1851.496054,2114.862348,1618.976795,,,,
Prevalence,Singapore,Female,5-14 years,Cervical cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,15-49 years,Cervical cancer,Number,2014,1075.976374,1321.879354,875.2998093,,,,
Prevalence,Singapore,Female,50-69 years,Cervical cancer,Number,2014,634.8701655,745.3480962,533.7008009,,,,
Prevalence,Singapore,Female,70+ years,Cervical cancer,Number,2014,140.6495147,161.0394552,122.468956,,,,
Prevalence,Singapore,Female,<1 year,Cervical cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,80 to 84,Cervical cancer,Number,2014,21.94436841,26.60476714,17.73658169,,,,
Prevalence,Singapore,Female,85 to 89,Cervical cancer,Number,2014,15.94204241,19.91287386,12.27694813,,,,
Prevalence,Singapore,Female,90 to 94,Cervical cancer,Number,2014,7.046467334,8.964329103,5.470365395,,,,
Prevalence,Singapore,Female,<20 years,Cervical cancer,Number,2014,2.997244012,4.604891673,1.846297238,,,,
Prevalence,Singapore,Female,10 to 24,Cervical cancer,Number,2014,22.5296948,36.78744998,13.62802747,,,,
Prevalence,Singapore,Female,95 plus,Cervical cancer,Number,2014,0.601179475,0.787296737,0.457964605,,,,
Prevalence,Singapore,Female,<70 years,Cervical cancer,Number,2014,1710.84654,1971.854235,1483.055142,,,,
Prevalence,Singapore,Female,Under 5,Colon and rectum cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Early Neonatal,Colon and rectum cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Late Neonatal,Colon and rectum cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Post Neonatal,Colon and rectum cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,1 to 4,Colon and rectum cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,5 to 9,Colon and rectum cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,10 to 14,Colon and rectum cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,15 to 19,Colon and rectum cancer,Number,2014,2.722526497,3.626088641,2.008939055,,,,
Prevalence,Singapore,Female,20 to 24,Colon and rectum cancer,Number,2014,18.20613874,25.11768874,13.07815136,,,,
Prevalence,Singapore,Female,25 to 29,Colon and rectum cancer,Number,2014,42.77754541,56.27407356,31.87310395,,,,
Prevalence,Singapore,Female,30 to 34,Colon and rectum cancer,Number,2014,76.77029654,98.67385893,56.87972984,,,,
Prevalence,Singapore,Female,35 to 39,Colon and rectum cancer,Number,2014,127.5368262,163.3814967,98.66147543,,,,
Prevalence,Singapore,Female,40 to 44,Colon and rectum cancer,Number,2014,180.3146818,220.0048191,144.9042884,,,,
Prevalence,Singapore,Female,45 to 49,Colon and rectum cancer,Number,2014,296.7494095,352.0248267,243.6694148,,,,
Prevalence,Singapore,Female,50 to 54,Colon and rectum cancer,Number,2014,489.3492904,583.5387697,406.8174666,,,,
Prevalence,Singapore,Female,55 to 59,Colon and rectum cancer,Number,2014,689.4941309,821.8777177,588.3823809,,,,
Prevalence,Singapore,Female,60 to 64,Colon and rectum cancer,Number,2014,768.6021554,897.4714905,655.2069239,,,,
Prevalence,Singapore,Female,65 to 69,Colon and rectum cancer,Number,2014,633.8510463,754.0794267,534.1734072,,,,
Prevalence,Singapore,Female,70 to 74,Colon and rectum cancer,Number,2014,592.8364876,706.0729303,502.8002426,,,,
Prevalence,Singapore,Female,75 to 79,Colon and rectum cancer,Number,2014,519.3618872,605.8646193,439.9771527,,,,
Prevalence,Singapore,Female,80 plus,Colon and rectum cancer,Number,2014,798.6876711,892.9914899,716.5947403,,,,
Prevalence,Singapore,Female,All Ages,Colon and rectum cancer,Number,2014,5237.260094,5630.624861,4879.609403,,,,
Prevalence,Singapore,Female,5-14 years,Colon and rectum cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,15-49 years,Colon and rectum cancer,Number,2014,745.0774247,834.6542415,657.4207849,,,,
Prevalence,Singapore,Female,50-69 years,Colon and rectum cancer,Number,2014,2581.296623,2843.711569,2321.766631,,,,
Prevalence,Singapore,Female,70+ years,Colon and rectum cancer,Number,2014,1910.886046,2108.973647,1748.240062,,,,
Prevalence,Singapore,Female,<1 year,Colon and rectum cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,80 to 84,Colon and rectum cancer,Number,2014,346.2007044,394.4198173,305.8666265,,,,
Prevalence,Singapore,Female,85 to 89,Colon and rectum cancer,Number,2014,282.3113202,322.6523048,244.624188,,,,
Prevalence,Singapore,Female,90 to 94,Colon and rectum cancer,Number,2014,151.6490845,174.9231557,130.938728,,,,
Prevalence,Singapore,Female,<20 years,Colon and rectum cancer,Number,2014,2.722526497,3.626088641,2.008939055,,,,
Prevalence,Singapore,Female,10 to 24,Colon and rectum cancer,Number,2014,20.92866523,28.06141435,15.44745402,,,,
Prevalence,Singapore,Female,95 plus,Colon and rectum cancer,Number,2014,18.52656203,21.20192766,16.2760271,,,,
Prevalence,Singapore,Female,<70 years,Colon and rectum cancer,Number,2014,3326.374048,3638.075868,3037.970812,,,,
Prevalence,Singapore,Female,Under 5,Ovarian cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Early Neonatal,Ovarian cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Late Neonatal,Ovarian cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,Post Neonatal,Ovarian cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,1 to 4,Ovarian cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,5 to 9,Ovarian cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,10 to 14,Ovarian cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,15 to 19,Ovarian cancer,Number,2014,13.86125798,21.17121589,8.434687795,,,,
Prevalence,Singapore,Female,20 to 24,Ovarian cancer,Number,2014,51.79530889,82.85109928,31.42271216,,,,
Prevalence,Singapore,Female,25 to 29,Ovarian cancer,Number,2014,60.88921391,91.53647029,40.35033201,,,,
Prevalence,Singapore,Female,30 to 34,Ovarian cancer,Number,2014,79.21260324,115.1075887,52.26492023,,,,
Prevalence,Singapore,Female,35 to 39,Ovarian cancer,Number,2014,84.52505635,121.4653878,57.63057734,,,,
Prevalence,Singapore,Female,40 to 44,Ovarian cancer,Number,2014,123.2935693,169.9395601,86.91825477,,,,
Prevalence,Singapore,Female,45 to 49,Ovarian cancer,Number,2014,183.8974983,241.9933379,137.864048,,,,
Prevalence,Singapore,Female,50 to 54,Ovarian cancer,Number,2014,184.2964088,229.0403314,145.9674524,,,,
Prevalence,Singapore,Female,55 to 59,Ovarian cancer,Number,2014,189.5441371,233.9999046,151.6407687,,,,
Prevalence,Singapore,Female,60 to 64,Ovarian cancer,Number,2014,141.1094285,173.1305038,114.7857164,,,,
Prevalence,Singapore,Female,65 to 69,Ovarian cancer,Number,2014,92.73725259,116.7682402,75.24683412,,,,
Prevalence,Singapore,Female,70 to 74,Ovarian cancer,Number,2014,50.1415975,61.37910511,40.17677415,,,,
Prevalence,Singapore,Female,75 to 79,Ovarian cancer,Number,2014,34.30414047,42.13316094,27.82326619,,,,
Prevalence,Singapore,Female,80 plus,Ovarian cancer,Number,2014,54.26847511,64.6926493,45.16669438,,,,
Prevalence,Singapore,Female,All Ages,Ovarian cancer,Number,2014,1343.875948,1477.998595,1221.608006,,,,
Prevalence,Singapore,Female,5-14 years,Ovarian cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,15-49 years,Ovarian cancer,Number,2014,597.4745079,703.0762361,511.8760864,,,,
Prevalence,Singapore,Female,50-69 years,Ovarian cancer,Number,2014,607.687227,684.5650604,542.9352026,,,,
Prevalence,Singapore,Female,70+ years,Ovarian cancer,Number,2014,138.7142131,154.9610492,123.4654725,,,,
Prevalence,Singapore,Female,<1 year,Ovarian cancer,Number,2014,0,0,0,,,,
Prevalence,Singapore,Female,80 to 84,Ovarian cancer,Number,2014,27.1343941,33.81848088,21.56661181,,,,
Prevalence,Singapore,Female,85 to 89,Ovarian cancer,Number,2014,18.23943103,24.03854811,13.0952687,,,,
Prevalence,Singapore,Female,90 to 94,Ovarian cancer,Number,2014,8.243454205,10.82869838,6.225176597,,,,
Prevalence,Singapore,Female,<20 years,Ovarian cancer,Number,2014,13.86125798,21.17121589,8.434687795,,,,
Prevalence,Singapore,Female,10 to 24,Ovarian cancer,Number,2014,65.65656687,100.2849774,41.61282003,,,,
Prevalence,Singapore,Female,95 plus,Ovarian cancer,Number,2014,0.651195765,0.876378693,0.480272654,,,,
Prevalence,Singapore,Female,<70 years,Ovarian cancer,Number,2014,1205.161735,1340.964984,1085.558823,,,,
Prevalence,Singapore,Female,Under 5,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Prevalence,Singapore,Female,Early Neonatal,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Prevalence,Singapore,Female,Late Neonatal,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Prevalence,Singapore,Female,Post Neonatal,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Prevalence,Singapore,Female,1 to 4,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Prevalence,Singapore,Female,5 to 9,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Prevalence,Singapore,Female,10 to 14,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Prevalence,Singapore,Female,15 to 19,"Tracheal, bronchus, and lung cancer",Number,2013,0.298080859,0.51108775,0.173684513,,,,
Prevalence,Singapore,Female,20 to 24,"Tracheal, bronchus, and lung cancer",Number,2013,1.57636441,2.691139481,0.924445694,,,,
Prevalence,Singapore,Female,25 to 29,"Tracheal, bronchus, and lung cancer",Number,2013,7.285012133,12.05152171,4.291365886,,,,
Prevalence,Singapore,Female,30 to 34,"Tracheal, bronchus, and lung cancer",Number,2013,16.80564747,25.59257861,10.63147329,,,,
Prevalence,Singapore,Female,35 to 39,"Tracheal, bronchus, and lung cancer",Number,2013,26.2796274,35.84394003,18.29002928,,,,
Prevalence,Singapore,Female,40 to 44,"Tracheal, bronchus, and lung cancer",Number,2013,36.49749196,48.12878207,25.61473291,,,,
Prevalence,Singapore,Female,45 to 49,"Tracheal, bronchus, and lung cancer",Number,2013,85.00685343,105.0038059,62.99012859,,,,
Prevalence,Singapore,Female,50 to 54,"Tracheal, bronchus, and lung cancer",Number,2013,99.38816803,121.6710769,75.2471991,,,,
Prevalence,Singapore,Female,55 to 59,"Tracheal, bronchus, and lung cancer",Number,2013,138.7630145,166.4441412,105.9230409,,,,
Prevalence,Singapore,Female,60 to 64,"Tracheal, bronchus, and lung cancer",Number,2013,156.4361433,183.1081351,121.7372239,,,,
Prevalence,Singapore,Female,65 to 69,"Tracheal, bronchus, and lung cancer",Number,2013,142.1645457,168.7464868,109.9097315,,,,
Prevalence,Singapore,Female,70 to 74,"Tracheal, bronchus, and lung cancer",Number,2013,120.9011817,140.9792371,93.29222207,,,,
Prevalence,Singapore,Female,75 to 79,"Tracheal, bronchus, and lung cancer",Number,2013,95.04011238,114.233998,73.87961482,,,,
Prevalence,Singapore,Female,80 plus,"Tracheal, bronchus, and lung cancer",Number,2013,134.3590999,156.2024987,105.3729644,,,,
Prevalence,Singapore,Female,All Ages,"Tracheal, bronchus, and lung cancer",Number,2013,1060.801343,1142.701897,975.3006982,,,,
Prevalence,Singapore,Female,5-14 years,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Prevalence,Singapore,Female,15-49 years,"Tracheal, bronchus, and lung cancer",Number,2013,173.7490777,205.9903654,140.6203727,,,,
Prevalence,Singapore,Female,50-69 years,"Tracheal, bronchus, and lung cancer",Number,2013,536.7518715,596.787507,471.7074763,,,,
Prevalence,Singapore,Female,70+ years,"Tracheal, bronchus, and lung cancer",Number,2013,350.300394,390.6505056,306.2634168,,,,
Prevalence,Singapore,Female,<1 year,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Prevalence,Singapore,Female,80 to 84,"Tracheal, bronchus, and lung cancer",Number,2013,66.48962823,79.79832295,50.95495805,,,,
Prevalence,Singapore,Female,85 to 89,"Tracheal, bronchus, and lung cancer",Number,2013,43.8627074,53.03903277,34.20981199,,,,
Prevalence,Singapore,Female,90 to 94,"Tracheal, bronchus, and lung cancer",Number,2013,20.61146923,25.61342475,15.50884745,,,,
Prevalence,Singapore,Female,<20 years,"Tracheal, bronchus, and lung cancer",Number,2013,0.298080859,0.51108775,0.173684513,,,,
Prevalence,Singapore,Female,10 to 24,"Tracheal, bronchus, and lung cancer",Number,2013,1.874445268,3.123942836,1.126760439,,,,
Prevalence,Singapore,Female,95 plus,"Tracheal, bronchus, and lung cancer",Number,2013,3.395295053,4.404390085,2.490214092,,,,
Prevalence,Singapore,Female,<70 years,"Tracheal, bronchus, and lung cancer",Number,2013,710.5009492,779.0425674,636.903951,,,,
